lat,long,time
23.5284333333,87.31108,20:54:12
23.528395,87.311125,20:54:13
23.5283583333,87.3111533333,20:54:14
23.5283283333,87.3111666667,20:54:15
23.5283,87.3111733333,20:54:16
23.52827,87.311175,20:54:17
23.5282433333,87.31117,20:54:18
23.52822,87.311165,20:54:19
23.5282016667,87.3111583333,20:54:20
23.5281933333,87.3111533333,20:54:21
23.5281916667,87.3111516667,20:54:22
23.5281883333,87.3111466667,20:54:23
23.5281866667,87.311145,20:54:24
23.5281866667,87.311145,20:54:25
23.5281866667,87.311145,20:54:26
23.5281866667,87.311145,20:54:27
23.5281866667,87.311145,20:54:28
23.5281866667,87.311145,20:54:29
23.5281866667,87.311145,20:54:30
23.5281866667,87.311145,20:54:31
23.5281866667,87.311145,20:54:32
23.5281866667,87.311145,20:54:33
23.5281866667,87.311145,20:54:34
23.5281866667,87.311145,20:54:35
23.5281866667,87.311145,20:54:36
23.5281866667,87.311145,20:54:37
23.5281866667,87.311145,20:54:38
23.5281866667,87.311145,20:54:39
23.5281866667,87.311145,20:54:40
23.5281866667,87.311145,20:54:41
23.5281866667,87.311145,20:54:42
23.5281866667,87.311145,20:54:43
23.5281866667,87.311145,20:54:44
23.5281866667,87.311145,20:54:45
23.5281866667,87.311145,20:54:46
23.5281866667,87.311145,20:54:47
23.5281866667,87.311145,20:54:48
23.5281866667,87.311145,20:54:49
23.52818,87.3111433333,20:54:50
23.5281583333,87.31114,20:54:51
23.5281283333,87.31114,20:54:52
23.528105,87.3111383333,20:54:53
23.52809,87.311135,20:54:54
23.52808,87.3111283333,20:54:55
23.5280766667,87.3111316667,20:54:56
23.528075,87.3111333333,20:54:57
23.528075,87.3111316667,20:54:58
23.528075,87.3111333333,20:54:59
23.528075,87.3111333333,20:55:00
23.528075,87.3111333333,20:55:01
23.5280766667,87.3111333333,20:55:02
23.5280766667,87.3111333333,20:55:03
23.5280766667,87.3111333333,20:55:04
23.5280766667,87.3111333333,20:55:05
23.5280766667,87.311135,20:55:06
23.5280766667,87.311135,20:55:07
23.5280766667,87.311135,20:55:08
23.5280766667,87.311135,20:55:09
23.5280766667,87.311135,20:55:10
23.5280766667,87.311135,20:55:11
23.5280616667,87.311135,20:55:12
23.5280333333,87.3111333333,20:55:13
23.5279966667,87.3111333333,20:55:14
23.5279516667,87.3111333333,20:55:15
23.5279033333,87.3111333333,20:55:16
23.5278516667,87.3111333333,20:55:17
23.52779,87.3111333333,20:55:18
23.5277283333,87.3111366667,20:55:19
