lat,long,time
23.5634683333,87.28063,06:02:53
23.5634466667,87.2805983333,06:02:54
23.5634316667,87.2805816667,06:02:55
23.56341,87.28055,06:02:56
23.563395,87.2805166667,06:02:57
23.5633783333,87.2805,06:02:58
23.5633616667,87.2804683333,06:02:59
23.56335,87.2804516667,06:03:00
23.5633366667,87.2804183333,06:03:01
23.563325,87.2803866667,06:03:02
23.5633166667,87.28037,06:03:03
23.5633,87.2803383333,06:03:04
23.5632883333,87.280305,06:03:05
23.5632716667,87.2802883333,06:03:06
23.5632566667,87.2802566667,06:03:07
23.563235,87.2802233333,06:03:08
23.56322,87.2801916667,06:03:09
23.5631983333,87.2801583333,06:03:10
23.5631783333,87.2801266667,06:03:11
23.563155,87.2800933333,06:03:12
23.5631333333,87.2800616667,06:03:13
23.5631133333,87.2800283333,06:03:14
23.5630933333,87.2799966667,06:03:15
23.5630766667,87.27998,06:03:16
23.5630566667,87.2799466667,06:03:17
23.56304,87.279915,06:03:18
23.56302,87.2798816667,06:03:19
23.5630033333,87.27985,06:03:20
23.5629866667,87.2798333333,06:03:21
23.5629716667,87.2798,06:03:22
23.562955,87.2797683333,06:03:23
23.5629383333,87.2797516667,06:03:24
23.5629216667,87.27972,06:03:25
23.5629066667,87.2796866667,06:03:26
23.56289,87.2796533333,06:03:27
23.5628733333,87.2796383333,06:03:28
23.5628566667,87.279605,06:03:29
23.5628366667,87.2795733333,06:03:30
23.5628166667,87.27954,06:03:31
23.5627966667,87.2795083333,06:03:32
23.5627766667,87.2794916667,06:03:33
23.562755,87.2794583333,06:03:34
23.5627433333,87.2794433333,06:03:35
23.5627316667,87.2794266667,06:03:36
23.5627183333,87.27941,06:03:37
23.5627066667,87.2793933333,06:03:38
23.5627033333,87.2793766667,06:03:39
23.562695,87.2793616667,06:03:40
23.562695,87.2793616667,06:03:41
23.562695,87.2793616667,06:03:42
23.56269,87.2793616667,06:03:43
23.56269,87.2793616667,06:03:44
23.56269,87.2793616667,06:03:45
23.56269,87.2793616667,06:03:46
23.56269,87.2793616667,06:03:47
23.56269,87.2793616667,06:03:48
23.56269,87.2793616667,06:03:49
23.56269,87.2793616667,06:03:50
23.56269,87.2793616667,06:03:51
23.56269,87.2793616667,06:03:52
23.56269,87.2793616667,06:03:53
23.56269,87.2793616667,06:03:54
23.56269,87.2793616667,06:03:55
23.56269,87.2793616667,06:03:56
23.56269,87.2793616667,06:03:57
23.56269,87.2793616667,06:03:58
23.56269,87.2793616667,06:03:59
23.56269,87.2793616667,06:04:00
23.56269,87.2793616667,06:04:01
23.56269,87.2793616667,06:04:02
23.56269,87.2793616667,06:04:03
23.56269,87.2793616667,06:04:04
23.56269,87.2793616667,06:04:05
23.56269,87.2793616667,06:04:06
23.56269,87.2793616667,06:04:07
23.56269,87.2793616667,06:04:08
23.56269,87.2793616667,06:04:09
23.56269,87.2793616667,06:04:10
23.56269,87.2793616667,06:04:11
23.56269,87.2793616667,06:04:12
23.56269,87.2793616667,06:04:13
23.56269,87.2793616667,06:04:14
23.56269,87.2793616667,06:04:15
23.56269,87.2793616667,06:04:16
23.56269,87.2793616667,06:04:17
23.56269,87.2793616667,06:04:18
23.56269,87.2793616667,06:04:19
23.56269,87.2793616667,06:04:20
23.56269,87.2793616667,06:04:21
23.56269,87.2793616667,06:04:22
23.56269,87.2793616667,06:04:23
23.56269,87.2793616667,06:04:24
23.56269,87.2793616667,06:04:25
23.56269,87.2793616667,06:04:26
23.56269,87.2793616667,06:04:27
23.56269,87.2793616667,06:04:28
23.56269,87.2793616667,06:04:29
23.56269,87.2793616667,06:04:30
23.56269,87.2793616667,06:04:31
23.56269,87.2793616667,06:04:32
23.56269,87.2793616667,06:04:33
23.56269,87.2793616667,06:04:34
23.56269,87.2793616667,06:04:35
23.56269,87.2793616667,06:04:36
23.56269,87.2793616667,06:04:37
23.56269,87.2793616667,06:04:38
23.56269,87.2793616667,06:04:39
23.56269,87.2793616667,06:04:40
23.56269,87.2793616667,06:04:41
23.56269,87.2793616667,06:04:42
23.56269,87.2793616667,06:04:43
23.562695,87.2793616667,06:04:44
23.562695,87.2793616667,06:04:45
23.562695,87.2793616667,06:04:46
23.562695,87.2793616667,06:04:47
23.562695,87.2793616667,06:04:48
23.562695,87.2793616667,06:04:49
23.562695,87.2793616667,06:04:50
23.562695,87.2793616667,06:04:51
23.562695,87.2793616667,06:04:52
23.562695,87.2793616667,06:04:53
23.562695,87.2793616667,06:04:54
23.562695,87.2793616667,06:04:55
23.562695,87.2793616667,06:04:56
23.562695,87.2793616667,06:04:57
23.562695,87.2793616667,06:04:58
23.562695,87.2793616667,06:04:59
23.562695,87.2793616667,06:05:00
23.562695,87.2793616667,06:05:01
23.562695,87.2793616667,06:05:02
23.562695,87.2793616667,06:05:03
23.562695,87.2793616667,06:05:04
23.562695,87.2793616667,06:05:05
23.562695,87.2793616667,06:05:06
23.562695,87.2793616667,06:05:07
23.562695,87.2793616667,06:05:08
23.562695,87.2793616667,06:05:09
23.562695,87.2793616667,06:05:10
23.562695,87.2793616667,06:05:11
23.562695,87.2793616667,06:05:12
23.562695,87.2793616667,06:05:13
23.562695,87.2793616667,06:05:14
23.562695,87.2793616667,06:05:15
23.562695,87.2793616667,06:05:16
23.562695,87.2793616667,06:05:17
23.562695,87.2793616667,06:05:18
23.562695,87.2793616667,06:05:19
23.562695,87.2793616667,06:05:20
23.562695,87.2793616667,06:05:21
23.562695,87.2793616667,06:05:22
23.562695,87.2793616667,06:05:23
23.562695,87.2793616667,06:05:24
23.562695,87.2793616667,06:05:25
23.562695,87.2793616667,06:05:26
23.562695,87.2793616667,06:05:27
23.562695,87.2793616667,06:05:28
23.562695,87.2793616667,06:05:29
23.562695,87.2793616667,06:05:30
23.562695,87.2793616667,06:05:31
23.562695,87.2793616667,06:05:32
23.562695,87.2793616667,06:05:33
23.562695,87.2793616667,06:05:34
23.562695,87.2793616667,06:05:35
23.562695,87.2793616667,06:05:36
23.562695,87.2793616667,06:05:37
23.562695,87.2793616667,06:05:38
23.562695,87.2793616667,06:05:39
23.562695,87.2793616667,06:05:40
23.562695,87.2793616667,06:05:41
23.562695,87.2793616667,06:05:42
23.562695,87.2793616667,06:05:43
23.562695,87.2793616667,06:05:44
23.562695,87.2793616667,06:05:45
23.562695,87.2793616667,06:05:46
23.562695,87.2793616667,06:05:47
23.562695,87.2793616667,06:05:48
23.562695,87.2793616667,06:05:49
23.562695,87.2793616667,06:05:50
23.562695,87.2793616667,06:05:51
23.562695,87.2793616667,06:05:52
23.562695,87.2793616667,06:05:53
23.562695,87.2793616667,06:05:54
23.562695,87.2793616667,06:05:55
23.562695,87.2793616667,06:05:56
23.562695,87.2793616667,06:05:57
23.562695,87.2793616667,06:05:58
23.562695,87.2793616667,06:05:59
23.562695,87.2793616667,06:06:00
23.562695,87.2793616667,06:06:01
23.562695,87.2793616667,06:06:02
23.562695,87.2793616667,06:06:03
23.562695,87.2793616667,06:06:04
23.562695,87.2793616667,06:06:05
23.562695,87.2793616667,06:06:06
