lat,long,time
23.5634466667,87.2806466667,13:13:17
23.563435,87.28063,13:13:18
23.5634233333,87.280615,13:13:19
23.563415,87.2805983333,13:13:20
23.5634016667,87.280565,13:13:21
23.563395,87.28055,13:13:22
23.5633866667,87.2805333333,13:13:23
23.5633733333,87.2805166667,13:13:24
23.5633666667,87.2805,13:13:25
23.5633616667,87.2805,13:13:26
23.5633583333,87.280485,13:13:27
23.5633583333,87.280485,13:13:28
23.5633533333,87.280485,13:13:29
23.5633533333,87.280485,13:13:30
23.5633533333,87.280485,13:13:31
23.5633533333,87.280485,13:13:32
23.5633533333,87.280485,13:13:33
23.5633533333,87.280485,13:13:34
23.5633533333,87.280485,13:13:35
23.56335,87.2804683333,13:13:36
23.5633416667,87.2804683333,13:13:37
23.5633333333,87.2804516667,13:13:38
23.563325,87.280435,13:13:39
23.5633083333,87.2804183333,13:13:40
23.5633,87.2804033333,13:13:41
23.563285,87.2804033333,13:13:42
23.5632716667,87.28037,13:13:43
23.5632633333,87.2803533333,13:13:44
23.5632566667,87.2803383333,13:13:45
23.5632433333,87.2803216667,13:13:46
23.563235,87.2802883333,13:13:47
23.5632283333,87.2802733333,13:13:48
23.563215,87.2802566667,13:13:49
23.5632066667,87.28024,13:13:50
23.563195,87.2802233333,13:13:51
23.5631833333,87.2802083333,13:13:52
23.56317,87.280175,13:13:53
23.5631583333,87.2801583333,13:13:54
23.5631466667,87.2801416667,13:13:55
23.5631333333,87.28011,13:13:56
23.5631183333,87.2800933333,13:13:57
23.563105,87.2800766667,13:13:58
23.5630933333,87.280045,13:13:59
23.56309,87.280045,13:14:00
23.5630816667,87.2800283333,13:14:01
23.5630733333,87.2800116667,13:14:02
23.56306,87.2799966667,13:14:03
23.5630533333,87.27998,13:14:04
23.5630366667,87.2799633333,13:14:05
23.5630233333,87.2799466667,13:14:06
23.5630166667,87.27993,13:14:07
23.5630166667,87.279915,13:14:08
23.5630166667,87.279915,13:14:09
23.5630166667,87.279915,13:14:10
23.5630166667,87.279915,13:14:11
23.5630033333,87.2798983333,13:14:12
23.562995,87.2798816667,13:14:13
23.5629833333,87.279865,13:14:14
23.562975,87.27985,13:14:15
23.5629633333,87.2798333333,13:14:16
23.56295,87.2798166667,13:14:17
23.5629433333,87.2798,13:14:18
23.56293,87.279785,13:14:19
23.5629216667,87.279785,13:14:20
23.5629183333,87.2797683333,13:14:21
23.562915,87.2797683333,13:14:22
23.5629066667,87.2797516667,13:14:23
23.5629066667,87.2797516667,13:14:24
23.5628983333,87.279735,13:14:25
23.5628933333,87.27972,13:14:26
23.562885,87.27972,13:14:27
23.5628783333,87.2797033333,13:14:28
23.56287,87.2796866667,13:14:29
23.5628616667,87.27967,13:14:30
23.5628483333,87.27967,13:14:31
23.5628416667,87.2796533333,13:14:32
23.5628366667,87.2796383333,13:14:33
23.5628283333,87.2796216667,13:14:34
23.5628166667,87.2795883333,13:14:35
23.562805,87.2795566667,13:14:36
23.5627833333,87.2795233333,13:14:37
23.56276,87.279475,13:14:38
23.562735,87.2794433333,13:14:39
23.56271,87.27941,13:14:40
23.56269,87.2793616667,13:14:41
23.56267,87.279345,13:14:42
23.5626533333,87.2793116667,13:14:43
23.5626383333,87.2792966667,13:14:44
23.56263,87.27928,13:14:45
23.562625,87.27928,13:14:46
23.562625,87.27928,13:14:47
23.562625,87.2792633333,13:14:48
23.562625,87.2792633333,13:14:49
23.562625,87.2792633333,13:14:50
23.562625,87.2792633333,13:14:51
23.562625,87.2792633333,13:14:52
23.562625,87.2792633333,13:14:53
23.562625,87.2792633333,13:14:54
23.562625,87.2792633333,13:14:55
23.562625,87.2792633333,13:14:56
23.562625,87.2792633333,13:14:57
23.562625,87.2792633333,13:14:58
23.562625,87.2792633333,13:14:59
23.562625,87.2792633333,13:15:00
23.562625,87.2792633333,13:15:01
23.562625,87.2792633333,13:15:02
23.562625,87.2792633333,13:15:03
23.562625,87.2792633333,13:15:04
23.562625,87.2792633333,13:15:05
23.562625,87.2792633333,13:15:06
23.562625,87.2792633333,13:15:07
23.562625,87.2792633333,13:15:08
23.562625,87.2792633333,13:15:09
23.562625,87.2792633333,13:15:10
23.562625,87.2792633333,13:15:11
23.562625,87.2792633333,13:15:12
23.5626216667,87.2792633333,13:15:13
23.5626083333,87.2792316667,13:15:14
23.5625966667,87.279215,13:15:15
23.56258,87.2791816667,13:15:16
23.56256,87.27915,13:15:17
23.5625433333,87.2791,13:15:18
23.5625283333,87.2790683333,13:15:19
23.5625116667,87.279035,13:15:20
23.5624916667,87.2790033333,13:15:21
23.56247,87.27897,13:15:22
23.562455,87.2789383333,13:15:23
23.5624383333,87.278905,13:15:24
23.56243,87.278905,13:15:25
23.5624266667,87.2788883333,13:15:26
23.5624266667,87.2788883333,13:15:27
23.56243,87.2788883333,13:15:28
23.56243,87.2788883333,13:15:29
23.56243,87.2788883333,13:15:30
23.5624266667,87.2788733333,13:15:31
23.5624183333,87.2788566667,13:15:32
23.56241,87.27884,13:15:33
23.5623966667,87.2788233333,13:15:34
23.562385,87.2787916667,13:15:35
23.5623683333,87.2787583333,13:15:36
23.56236,87.2787433333,13:15:37
23.562345,87.27871,13:15:38
23.5623283333,87.2786933333,13:15:39
23.5623166667,87.2786616667,13:15:40
23.5623033333,87.278645,13:15:41
23.5622916667,87.2786116667,13:15:42
23.5622833333,87.27858,13:15:43
23.5622666667,87.2785466667,13:15:44
23.5622516667,87.278515,13:15:45
23.562235,87.2784816667,13:15:46
23.5622183333,87.2784666667,13:15:47
23.5622066667,87.2784333333,13:15:48
23.56219,87.2784016667,13:15:49
23.5621783333,87.2783683333,13:15:50
23.562165,87.278335,13:15:51
23.5621566667,87.2783033333,13:15:52
23.56215,87.2782866667,13:15:53
23.5621366667,87.27827,13:15:54
23.562125,87.2782383333,13:15:55
23.562105,87.278205,13:15:56
23.5620833333,87.2781733333,13:15:57
23.5620633333,87.278125,13:15:58
23.56204,87.2780916667,13:15:59
23.5620183333,87.2780433333,13:16:00
23.561995,87.2779933333,13:16:01
23.561975,87.2779616667,13:16:02
23.5619533333,87.2779133333,13:16:03
23.56193,87.2778633333,13:16:04
23.5619083333,87.2778316667,13:16:05
23.5618933333,87.2777983333,13:16:06
23.56188,87.2777666667,13:16:07
23.561865,87.2777333333,13:16:08
23.5618433333,87.2777016667,13:16:09
23.5618233333,87.2776683333,13:16:10
23.5618,87.2776366667,13:16:11
23.5617666667,87.2776033333,13:16:12
23.56173,87.277555,13:16:13
23.56169,87.2775216667,13:16:14
23.56164,87.27749,13:16:15
23.5615916667,87.2774566667,13:16:16
23.5615383333,87.27744,13:16:17
23.5614866667,87.2774083333,13:16:18
23.5614333333,87.2773916667,13:16:19
23.5613916667,87.277375,13:16:20
23.5613516667,87.277375,13:16:21
23.5613233333,87.27736,13:16:22
23.5613066667,87.27736,13:16:23
23.5612983333,87.27736,13:16:24
23.5612983333,87.27736,13:16:25
23.5612983333,87.27736,13:16:26
23.5612983333,87.27736,13:16:27
23.5612983333,87.27736,13:16:28
23.5612983333,87.27736,13:16:29
23.5612983333,87.27736,13:16:30
23.5612983333,87.27736,13:16:31
23.5612983333,87.27736,13:16:32
23.561295,87.27736,13:16:33
23.5612783333,87.27736,13:16:34
23.5612616667,87.27736,13:16:35
23.5612416667,87.2773433333,13:16:36
23.5612166667,87.2773433333,13:16:37
23.5611883333,87.2773433333,13:16:38
23.5611516667,87.2773266667,13:16:39
23.561115,87.2773266667,13:16:40
23.5610866667,87.2773266667,13:16:41
23.561055,87.27731,13:16:42
23.56103,87.27731,13:16:43
23.56101,87.27731,13:16:44
23.5609983333,87.27731,13:16:45
23.56099,87.27731,13:16:46
23.560985,87.27731,13:16:47
23.560985,87.2772933333,13:16:48
23.560985,87.2772933333,13:16:49
23.5609816667,87.2772933333,13:16:50
23.5609816667,87.2772933333,13:16:51
23.5609816667,87.2772933333,13:16:52
23.5609816667,87.2772933333,13:16:53
23.5609816667,87.2772933333,13:16:54
23.5609816667,87.2772933333,13:16:55
23.5609766667,87.2772933333,13:16:56
23.56097,87.2772933333,13:16:57
23.5609616667,87.2772933333,13:16:58
23.56094,87.2772933333,13:16:59
23.56092,87.2772933333,13:17:00
23.5608883333,87.2772783333,13:17:01
23.5608516667,87.2772783333,13:17:02
23.56081,87.2772783333,13:17:03
23.560765,87.2772616667,13:17:04
23.5607216667,87.2772616667,13:17:05
23.56068,87.277245,13:17:06
23.560635,87.2772133333,13:17:07
23.56059,87.2771966667,13:17:08
23.5605583333,87.27718,13:17:09
23.5605383333,87.2771633333,13:17:10
23.560525,87.2771633333,13:17:11
