lat,long,time
23.56346,87.2806466667,09:10:15
23.5634383333,87.28063,09:10:16
23.5634266667,87.2805983333,09:10:17
23.56341,87.280565,09:10:18
23.563395,87.28055,09:10:19
23.5633783333,87.2805166667,09:10:20
23.5633666667,87.2805,09:10:21
23.5633533333,87.280485,09:10:22
23.5633366667,87.2804516667,09:10:23
23.5633216667,87.280435,09:10:24
23.563305,87.2804033333,09:10:25
23.5632883333,87.2803866667,09:10:26
23.5632766667,87.28037,09:10:27
23.5632633333,87.2803533333,09:10:28
23.5632516667,87.2803383333,09:10:29
23.5632433333,87.2803216667,09:10:30
23.56324,87.280305,09:10:31
23.5632316667,87.280305,09:10:32
23.5632283333,87.2802883333,09:10:33
23.5632283333,87.2802883333,09:10:34
23.5632233333,87.2802733333,09:10:35
23.56322,87.2802733333,09:10:36
23.563215,87.2802566667,09:10:37
23.5632066667,87.28024,09:10:38
23.563195,87.2802233333,09:10:39
23.5631866667,87.2802083333,09:10:40
23.5631783333,87.2801916667,09:10:41
23.56317,87.280175,09:10:42
23.5631666667,87.280175,09:10:43
23.5631616667,87.280175,09:10:44
23.563155,87.2801583333,09:10:45
23.5631466667,87.2801583333,09:10:46
23.5631416667,87.2801583333,09:10:47
23.5631333333,87.2801416667,09:10:48
23.5631216667,87.2801266667,09:10:49
23.563105,87.2800933333,09:10:50
23.56309,87.2800766667,09:10:51
23.5630683333,87.280045,09:10:52
23.5630566667,87.2800283333,09:10:53
23.563045,87.2800116667,09:10:54
23.5630283333,87.2799966667,09:10:55
23.5630166667,87.2799633333,09:10:56
23.5630033333,87.2799466667,09:10:57
23.5629916667,87.279915,09:10:58
23.56298,87.2798983333,09:10:59
23.5629633333,87.2798816667,09:11:00
23.56295,87.279865,09:11:01
23.5629433333,87.27985,09:11:02
23.5629433333,87.27985,09:11:03
23.5629433333,87.27985,09:11:04
23.5629433333,87.27985,09:11:05
23.5629466667,87.27985,09:11:06
23.5629466667,87.27985,09:11:07
23.5629466667,87.27985,09:11:08
23.5629466667,87.27985,09:11:09
23.5629466667,87.27985,09:11:10
23.5629466667,87.27985,09:11:11
23.5629433333,87.2798333333,09:11:12
23.562935,87.2798166667,09:11:13
23.5629216667,87.2798,09:11:14
23.56291,87.2797683333,09:11:15
23.5628933333,87.2797516667,09:11:16
23.5628783333,87.27972,09:11:17
23.5628566667,87.2796866667,09:11:18
23.5628533333,87.2796533333,09:11:19
23.5628416667,87.2796216667,09:11:20
23.56282,87.2795883333,09:11:21
23.5627966667,87.27954,09:11:22
23.5627716667,87.2795083333,09:11:23
23.5627466667,87.279475,09:11:24
23.5627233333,87.2794266667,09:11:25
23.5627033333,87.2793933333,09:11:26
23.5626866667,87.2793616667,09:11:27
