lat,long,time
23.5430983333,87.2856766667,05:27:30
23.5430566667,87.2857733333,05:27:31
23.5430166667,87.2858716667,05:27:32
23.5429766667,87.2859533333,05:27:32
23.542935,87.28605,05:27:34
23.5428983333,87.2861316667,05:27:35
23.5428583333,87.28623,05:27:36
23.5428166667,87.2863266667,05:27:36
23.5427733333,87.2864083333,05:27:38
23.5427283333,87.2865066667,05:27:39
23.5426833333,87.2866033333,05:27:40
23.5426416667,87.2867016667,05:27:40
23.5426016667,87.2867833333,05:27:42
23.5425733333,87.2868483333,05:27:43
23.5425616667,87.2869133333,05:27:44
23.5425616667,87.2869783333,05:27:44
23.5425816667,87.2870266667,05:27:46
23.5426133333,87.28706,05:27:47
23.54265,87.2871083333,05:27:48
23.542695,87.2871416667,05:27:48
23.5427433333,87.28719,05:27:50
23.5427933333,87.2872216667,05:27:51
23.5428466667,87.2872716667,05:27:52
23.5428983333,87.28732,05:27:52
23.542955,87.2873683333,05:27:54
23.5430133333,87.2874183333,05:27:55
23.5430783333,87.2874666667,05:27:56
23.5431433333,87.2875316667,05:27:56
23.5432166667,87.28758,05:27:58
23.5432933333,87.2876133333,05:27:59
23.5433666667,87.2876616667,05:28:00
23.5434366667,87.287695,05:28:00
23.5434933333,87.2877433333,05:28:02
23.5435533333,87.2877766667,05:28:03
23.5436183333,87.2878083333,05:28:04
23.5436833333,87.2878416667,05:28:04
23.5437533333,87.28789,05:28:06
23.5438183333,87.2879216667,05:28:07
23.5438716667,87.2879716667,05:28:08
23.5439233333,87.2880033333,05:28:08
23.5439766667,87.2880366667,05:28:10
23.5440333333,87.2880683333,05:28:11
23.544095,87.2881016667,05:28:12
23.5441516667,87.28815,05:28:12
23.5442,87.2881983333,05:28:14
23.5442366667,87.2882633333,05:28:15
23.5442533333,87.28833,05:28:16
23.5442533333,87.288395,05:28:16
23.544245,87.2884433333,05:28:18
23.54423,87.2884916667,05:28:19
23.5442166667,87.288525,05:28:20
23.544205,87.2885416667,05:28:20
23.5441966667,87.2885566667,05:28:22
23.54418,87.28859,05:28:23
23.544165,87.2886066667,05:28:24
23.5441433333,87.2886383333,05:28:24
23.5441233333,87.2886866667,05:28:26
23.544095,87.2887366667,05:28:27
23.5440666667,87.288785,05:28:28
23.54403,87.28885,05:28:28
23.54399,87.2888983333,05:28:30
23.54394,87.28898,05:28:31
23.543895,87.289045,05:28:32
23.5438466667,87.2891266667,05:28:32
23.5438016667,87.2891916667,05:28:34
23.5437566667,87.2892733333,05:28:35
23.5437133333,87.289355,05:28:36
23.5436683333,87.2894366667,05:28:36
23.5436183333,87.2895016667,05:28:38
23.5435666667,87.2895983333,05:28:39
23.5435133333,87.28968,05:28:40
23.54346,87.2897616667,05:28:40
23.5434066667,87.2898433333,05:28:42
23.543355,87.28994,05:28:43
23.5433016667,87.2900216667,05:28:44
23.5432483333,87.29012,05:28:44
23.5432,87.2902016667,05:28:46
23.5431583333,87.2902816667,05:28:47
23.5431183333,87.2903633333,05:28:48
23.5430933333,87.2904133333,05:28:48
23.54309,87.2903966667,05:28:50
23.5430866667,87.2904133333,05:28:51
23.5430733333,87.2904283333,05:28:52
23.5430533333,87.2904616667,05:28:52
23.5430366667,87.2904783333,05:28:54
23.543005,87.29051,05:28:55
23.5429683333,87.2905266667,05:28:56
23.5429316667,87.2905266667,05:28:56
23.5428866667,87.29051,05:28:58
23.5428466667,87.2904783333,05:28:59
23.5428016667,87.2904616667,05:29:00
23.5427516667,87.2904283333,05:29:00
23.5427033333,87.29038,05:29:02
23.542655,87.2903466667,05:29:03
23.5425983333,87.2902983333,05:29:04
23.54254,87.2902666667,05:29:04
23.542475,87.2902166667,05:29:06
23.5424066667,87.2901683333,05:29:07
23.5423366667,87.29012,05:29:08
23.5422683333,87.2900866667,05:29:08
23.5421983333,87.2900383333,05:29:10
23.5421333333,87.28999,05:29:11
23.5420733333,87.28994,05:29:12
23.542015,87.2899083333,05:29:12
23.5419666667,87.28986,05:29:14
23.5419216667,87.2898433333,05:29:15
23.5418816667,87.2898266667,05:29:16
23.54184,87.28981,05:29:16
23.541805,87.2898266667,05:29:18
23.5417683333,87.2898266667,05:29:19
23.5417383333,87.2898433333,05:29:20
23.541715,87.28986,05:29:20
23.5417016667,87.2898916667,05:29:22
23.5416983333,87.2898916667,05:29:23
23.541695,87.2899083333,05:29:24
23.541695,87.2899083333,05:29:24
23.54169,87.2899083333,05:29:26
23.54169,87.2899083333,05:29:27
23.54169,87.2899083333,05:29:28
23.54169,87.2899083333,05:29:28
23.5416866667,87.2899083333,05:29:30
23.5416866667,87.2899083333,05:29:31
23.5416866667,87.2899083333,05:29:32
23.5416866667,87.2899083333,05:29:32
23.5416866667,87.2899083333,05:29:34
23.5416866667,87.2899083333,05:29:35
23.5416866667,87.2899083333,05:29:36
23.54169,87.2899083333,05:29:36
23.5416866667,87.2899083333,05:29:38
23.54169,87.2899083333,05:29:39
23.54169,87.2899083333,05:29:40
23.54169,87.2899083333,05:29:40
23.54169,87.2899083333,05:29:42
23.54169,87.2899083333,05:29:43
23.54169,87.2899083333,05:29:44
23.54169,87.2899083333,05:29:44
